pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez	url
Olfactory transduction	315	35	6.386532056	0.037054632	0.047035328	2978;816;157;81797;9635;109;2774;1261;817;818;283297;341276;390190;219952;391109;390442;390058;286365;143503;196335;390081;390077;390066;390059;338755;403278;390036;26493;138803;26692;390078;119679;346517;26648;282763	http://www.ncbi.nlm.nih.gov/gene/?term= 2978+816+157+81797+9635+109+2774+1261+817+818+283297+341276+390190+219952+391109+390442+390058+286365+143503+196335+390081+390077+390066+390059+338755+403278+390036+26493+138803+26692+390078+119679+346517+26648+282763
Steroid biosynthesis	17	3	6.303796263	0.041805226	0.047035328	1595;6307;7108	http://www.ncbi.nlm.nih.gov/gene/?term= 1595+6307+7108
Axon guidance	100	15	6.223909677	0.046555819	0.047035328	2534;25791;387;6093;5362;2932;1808;25;3983;2051;2045;5879;2041;29984;2242	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+25791+387+6093+5362+2932+1808+25+3983+2051+2045+5879+2041+29984+2242
Wnt signaling pathway	124	10	6.203183959	0.047980998	0.047035328	7478;2932;7481;1855;10297;817;818;4041;23236;8326	http://www.ncbi.nlm.nih.gov/gene/?term= 7478+2932+7481+1855+10297+817+818+4041+23236+8326
Jak-STAT signaling pathway	138	10	6.131046488	0.050831354	0.047035328	9063;6655;9466;51588;7297;3572;3600;6778;5781;122809	http://www.ncbi.nlm.nih.gov/gene/?term= 9063+6655+9466+51588+7297+3572+3600+6778+5781+122809
Glycerophospholipid metabolism	89	7	6.117724991	0.051306413	0.047035328	8527;54947;8605;1609;1040;255189;23761	http://www.ncbi.nlm.nih.gov/gene/?term= 8527+54947+8605+1609+1040+255189+23761
Inflammatory mediator regulation of TRP channels	83	14	6.100637159	0.052256532	0.047035328	5566;3356;8605;5335;817;818;3708;2776;5580;107;255189;5581;23236;7442	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+3356+8605+5335+817+818+3708+2776+5580+107+255189+5581+23236+7442
Tight junction	120	10	6.03974735	0.055106888	0.047035328	87;2017;8777;10207;9073;83700;5581;49861;71;89	http://www.ncbi.nlm.nih.gov/gene/?term= 87+2017+8777+10207+9073+83700+5581+49861+71+89
Retinol metabolism	49	5	5.995784635	0.056532067	0.047035328	50700;8854;158835;7363;7366	http://www.ncbi.nlm.nih.gov/gene/?term= 50700+8854+158835+7363+7366
cGMP-PKG signaling pathway	144	20	5.966471034	0.059382423	0.047035328	4207;492;6093;5332;778;2770;4772;1910;2626;7225;5295;3708;2977;4846;3667;3643;5581;5499;5139;5592	http://www.ncbi.nlm.nih.gov/gene/?term= 4207+492+6093+5332+778+2770+4772+1910+2626+7225+5295+3708+2977+4846+3667+3643+5581+5499+5139+5592
Tuberculosis	138	26	5.967454336	0.059382423	0.047035328	3920;387;7879;5289;30835;8411;50617;7421;3313;6772;1385;5894;3656;7099;8915;3329;817;818;1054;4615;5970;7189;4261;51135;3111;3113	http://www.ncbi.nlm.nih.gov/gene/?term= 3920+387+7879+5289+30835+8411+50617+7421+3313+6772+1385+5894+3656+7099+8915+3329+817+818+1054+4615+5970+7189+4261+51135+3111+3113
Regulation of actin cytoskeleton	169	23	5.960476829	0.059857482	0.047035328	6093;87;5063;3693;4627;6655;85366;93408;10297;50649;7409;8515;5295;1956;1793;5305;22808;5747;5881;10458;71;7114;89	http://www.ncbi.nlm.nih.gov/gene/?term= 6093+87+5063+3693+4627+6655+85366+93408+10297+50649+7409+8515+5295+1956+1793+5305+22808+5747+5881+10458+71+7114+89
Hippo signaling pathway	138	20	5.843546729	0.065558195	0.049081545	51384;25937;7478;64398;2932;7481;8312;6788;7040;1855;10297;154796;10207;26524;7484;7048;4088;4771;7003;8326	http://www.ncbi.nlm.nih.gov/gene/?term= 51384+25937+7478+64398+2932+7481+8312+6788+7040+1855+10297+154796+10207+26524+7484+7048+4088+4771+7003+8326
Vascular smooth muscle contraction	98	14	5.801362563	0.067458432	0.049081545	6093;5566;4637;85366;8605;2768;3708;2776;107;255189;5581;23236;5501;553	http://www.ncbi.nlm.nih.gov/gene/?term= 6093+5566+4637+85366+8605+2768+3708+2776+107+255189+5581+23236+5501+553
Aldosterone synthesis and secretion	60	8	5.762924647	0.071733967	0.050328335	1386;817;818;3708;51305;5581;23236;5587	http://www.ncbi.nlm.nih.gov/gene/?term= 1386+817+818+3708+51305+5581+23236+5587
Neurotrophin signaling pathway	110	15	5.717992762	0.076484561	0.051810946	4804;2932;6655;2549;5335;3656;4916;207;817;5295;53358;818;51806;4893;4909	http://www.ncbi.nlm.nih.gov/gene/?term= 4804+2932+6655+2549+5335+3656+4916+207+817+5295+53358+818+51806+4893+4909
Melanogenesis	95	10	5.643129122	0.081235154	0.053194717	7478;2932;7481;2775;1855;1910;817;51806;23236;8326	http://www.ncbi.nlm.nih.gov/gene/?term= 7478+2932+7481+2775+1855+1910+817+51806+23236+8326
Dopaminergic synapse	116	19	5.619389856	0.08456057	0.053586076	5566;5523;5527;2932;2775;208;5532;1386;2891;9575;817;774;818;3708;776;3800;111;51806;23236	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+5523+5527+2932+2775+208+5532+1386+2891+9575+817+774+818+3708+776+3800+111+51806+23236
Signaling pathways regulating pluripotency of stem cells	107	17	5.503215797	0.095011876	0.053840806	51384;7478;2932;7481;3718;79923;10297;3572;9314;4609;5295;1857;1499;6774;6657;8326;5460	http://www.ncbi.nlm.nih.gov/gene/?term= 51384+7478+2932+7481+3718+79923+10297+3572+9314+4609+5295+1857+1499+6774+6657+8326+5460
Inositol phosphate metabolism	65	7	5.464766205	0.098812352	0.053840806	8821;5335;51763;55361;3636;4534;5293	http://www.ncbi.nlm.nih.gov/gene/?term= 8821+5335+51763+55361+3636+4534+5293
MAPK signaling pathway	234	35	5.435803125	0.102137767	0.053840806	8913;355;5606;6416;9175;5609;4214;5594;8911;6655;994;778;8605;5602;1432;1386;7186;2318;4772;22800;9064;774;25780;776;7048;836;5871;255189;5604;115727;4342;8912;4217;777;1616	http://www.ncbi.nlm.nih.gov/gene/?term= 8913+355+5606+6416+9175+5609+4214+5594+8911+6655+994+778+8605+5602+1432+1386+7186+2318+4772+22800+9064+774+25780+776+7048+836+5871+255189+5604+115727+4342+8912+4217+777+1616
Platelet activation	114	11	5.419239022	0.103087886	0.053840806	8605;2770;1289;5295;3688;3708;107;255189;255631;10125;23236	http://www.ncbi.nlm.nih.gov/gene/?term= 8605+2770+1289+5295+3688+3708+107+255189+255631+10125+23236
Sphingolipid metabolism	44	5	5.390068643	0.104513064	0.053840806	55331;79603;64781;4759;7368	http://www.ncbi.nlm.nih.gov/gene/?term= 55331+79603+64781+4759+7368
Metabolism of xenobiotics by cytochrome P450	56	4	5.359260723	0.106413302	0.053840806	2052;7363;1645;7366	http://www.ncbi.nlm.nih.gov/gene/?term= 2052+7363+1645+7366
NF-kappa B signaling pathway	66	5	5.36812788	0.106413302	0.053840806	330;4791;6387;5328;5970	http://www.ncbi.nlm.nih.gov/gene/?term= 330+4791+6387+5328+5970
Glioma	61	6	5.346916145	0.106888361	0.053840806	6655;5335;817;5295;1956;3265	http://www.ncbi.nlm.nih.gov/gene/?term= 6655+5335+817+5295+1956+3265
Oocyte meiosis	105	20	5.267277973	0.116389549	0.054297637	816;5566;5527;5241;8697;5518;5532;26271;6195;817;818;3708;286151;995;4085;107;8945;699;9134;51806	http://www.ncbi.nlm.nih.gov/gene/?term= 816+5566+5527+5241+8697+5518+5532+26271+6195+817+818+3708+286151+995+4085+107+8945+699+9134+51806
Choline metabolism in cancer	63	11	5.252701577	0.119239905	0.054297637	23446;5337;6655;5602;5335;5295;1956;5900;255189;6667;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 23446+5337+6655+5602+5335+5295+1956+5900+255189+6667+4893
GnRH signaling pathway	79	7	5.239405413	0.119239905	0.054297637	8605;817;3708;5580;255189;51806;23236	http://www.ncbi.nlm.nih.gov/gene/?term= 8605+817+3708+5580+255189+51806+23236
Adrenergic signaling in cardiomyocytes	139	17	5.22262037	0.121615202	0.054297637	816;492;5523;5527;2778;5594;9252;778;2770;468;817;5295;818;107;5568;154;6331	http://www.ncbi.nlm.nih.gov/gene/?term= 816+492+5523+5527+2778+5594+9252+778+2770+468+817+5295+818+107+5568+154+6331
Insulin resistance	93	8	5.222089675	0.121615202	0.054297637	51085;5837;2932;2998;8473;133522;3643;79660	http://www.ncbi.nlm.nih.gov/gene/?term= 51085+5837+2932+2998+8473+133522+3643+79660
Hedgehog signaling pathway	46	7	5.123392731	0.13064133	0.054633463	7478;4036;2932;2737;1456;6469;5727	http://www.ncbi.nlm.nih.gov/gene/?term= 7478+4036+2932+2737+1456+6469+5727
Long-term potentiation	63	6	5.118642989	0.13064133	0.054633463	2891;817;818;3708;107;51806	http://www.ncbi.nlm.nih.gov/gene/?term= 2891+817+818+3708+107+51806
Serotonergic synapse	69	7	5.108523247	0.132066508	0.054633463	778;3356;8605;3708;2776;255189;23236	http://www.ncbi.nlm.nih.gov/gene/?term= 778+3356+8605+3708+2776+255189+23236
Glucagon signaling pathway	77	10	5.09680239	0.133491686	0.054633463	5256;816;5837;5566;2998;1386;2538;817;2308;3708	http://www.ncbi.nlm.nih.gov/gene/?term= 5256+816+5837+5566+2998+1386+2538+817+2308+3708
Chemokine signaling pathway	164	18	5.022775224	0.140617577	0.056375353	387;6093;2932;6655;208;6387;2771;5880;5330;7409;5295;9844;1230;5580;107;2787;3265;4067	http://www.ncbi.nlm.nih.gov/gene/?term= 387+6093+2932+6655+208+6387+2771+5880+5330+7409+5295+9844+1230+5580+107+2787+3265+4067
Fc gamma R-mediated phagocytosis	85	7	4.987582216	0.144893112	0.056503479	1785;5290;5335;5580;6850;382;5581	http://www.ncbi.nlm.nih.gov/gene/?term= 1785+5290+5335+5580+6850+382+5581
Cholinergic synapse	89	11	4.922238372	0.154394299	0.056503479	2534;5566;2775;817;5295;774;818;3708;107;5579;23236	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+5566+2775+817+5295+774+818+3708+107+5579+23236
GABAergic synapse	60	4	4.910460405	0.156294537	0.056503479	2775;778;774;107	http://www.ncbi.nlm.nih.gov/gene/?term= 2775+778+774+107
Pathways in cancer	282	85	4.910232407	0.156294537	0.056503479	51384;3675;330;7175;3909;3918;7478;2736;9618;9063;369;862;1286;2932;7481;25;2033;6655;3091;4318;1869;7976;208;7040;1021;7472;2737;1855;4790;7704;595;867;1027;3910;6772;10000;7043;2322;1017;1164;5335;4149;112399;7187;842;5156;2113;4193;4609;51176;5925;5371;7157;2064;405;5899;5295;1956;6934;7424;7476;8324;26060;7484;5900;1857;112401;7048;6469;5979;4824;6774;1285;5747;5293;9915;5970;3728;9134;5727;1282;1287;8326;2475;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 51384+3675+330+7175+3909+3918+7478+2736+9618+9063+369+862+1286+2932+7481+25+2033+6655+3091+4318+1869+7976+208+7040+1021+7472+2737+1855+4790+7704+595+867+1027+3910+6772+10000+7043+2322+1017+1164+5335+4149+112399+7187+842+5156+2113+4193+4609+51176+5925+5371+7157+2064+405+5899+5295+1956+6934+7424+7476+8324+26060+7484+5900+1857+112401+7048+6469+5979+4824+6774+1285+5747+5293+9915+5970+3728+9134+5727+1282+1287+8326+2475+4893
Thyroid hormone signaling pathway	108	10	4.904063249	0.156769596	0.056503479	2932;5594;208;9969;5335;2626;5295;7068;5578;4624	http://www.ncbi.nlm.nih.gov/gene/?term= 2932+5594+208+9969+5335+2626+5295+7068+5578+4624
Steroid hormone biosynthesis	45	3	4.900250039	0.158194774	0.056503479	7363;7366;3283	http://www.ncbi.nlm.nih.gov/gene/?term= 7363+7366+3283
Glutamatergic synapse	84	15	4.832601067	0.168171021	0.058247088	2775;2778;9455;8605;5532;5331;3708;2911;5578;22941;107;255189;9229;2917;116443	http://www.ncbi.nlm.nih.gov/gene/?term= 2775+2778+9455+8605+5532+5331+3708+2911+5578+22941+107+255189+9229+2917+116443
Basal cell carcinoma	43	3	4.807612087	0.171496437	0.058247088	7478;7481;8326	http://www.ncbi.nlm.nih.gov/gene/?term= 7478+7481+8326
T cell receptor signaling pathway	89	6	4.793365134	0.171971496	0.058247088	5588;6655;5335;6885;8915;10125	http://www.ncbi.nlm.nih.gov/gene/?term= 5588+6655+5335+6885+8915+10125
AMPK signaling pathway	87	10	4.655929602	0.195249406	0.065010492	1080;23216;208;51422;2998;5170;5295;7248;3667;3643	http://www.ncbi.nlm.nih.gov/gene/?term= 1080+23216+208+51422+2998+5170+5295+7248+3667+3643
HTLV-I infection	166	17	4.581504705	0.211876485	0.069370888	51384;7478;2932;7481;2033;4792;208;7040;1855;10297;7157;5295;7048;4088;5970;8326;1147	http://www.ncbi.nlm.nih.gov/gene/?term= 51384+7478+2932+7481+2033+4792+208+7040+1855+10297+7157+5295+7048+4088+5970+8326+1147
Estrogen signaling pathway	85	18	4.538591485	0.22327791	0.070062693	2775;2778;6655;4988;1386;3762;468;2100;5567;5295;1956;3708;5580;107;23236;6667;6714;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 2775+2778+6655+4988+1386+3762+468+2100+5567+5295+1956+3708+5580+107+23236+6667+6714+4893
Apoptosis	81	6	4.500880792	0.228028504	0.070062693	330;841;3656;836;8772;3556	http://www.ncbi.nlm.nih.gov/gene/?term= 330+841+3656+836+8772+3556
Chemical carcinogenesis	51	3	4.506162071	0.228028504	0.070062693	7363;7366;126	http://www.ncbi.nlm.nih.gov/gene/?term= 7363+7366+126
Small cell lung cancer	74	14	4.468948539	0.232779097	0.070062693	330;9063;1286;4792;3551;208;595;2335;4149;5295;3688;1285;5747;5970	http://www.ncbi.nlm.nih.gov/gene/?term= 330+9063+1286+4792+3551+208+595+2335+4149+5295+3688+1285+5747+5970
Morphine addiction	52	3	4.456213631	0.234679335	0.070062693	2775;4988;107	http://www.ncbi.nlm.nih.gov/gene/?term= 2775+4988+107
Adherens junction	59	8	4.450536683	0.236104513	0.070062693	2534;1496;87;1956;1499;10458;71;89	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+1496+87+1956+1499+10458+71+89
Ether lipid metabolism	40	3	4.42324237	0.238954869	0.070062693	54947;8605;255189	http://www.ncbi.nlm.nih.gov/gene/?term= 54947+8605+255189
Insulin signaling pathway	126	26	4.386408339	0.243230404	0.070267531	5256;5837;6720;369;2932;2872;5594;6655;7249;2997;208;2998;51763;3845;5295;3101;5584;7248;5604;3667;3643;79660;253314;122809;1978;2475	http://www.ncbi.nlm.nih.gov/gene/?term= 5256+5837+6720+369+2932+2872+5594+6655+7249+2997+208+2998+51763+3845+5295+3101+5584+7248+5604+3667+3643+79660+253314+122809+1978+2475
Ascorbate and aldarate metabolism	13	3	4.353459448	0.248931116	0.070792969	7358;7363;7366	http://www.ncbi.nlm.nih.gov/gene/?term= 7358+7363+7366
Toxoplasmosis	88	3	4.326300262	0.252256532	0.070792969	330;841;836	http://www.ncbi.nlm.nih.gov/gene/?term= 330+841+836
Leukocyte transendothelial migration	79	12	4.278697839	0.260807601	0.072066916	1535;387;6093;7294;3383;6387;2771;7852;5335;7409;5295;7412	http://www.ncbi.nlm.nih.gov/gene/?term= 1535+387+6093+7294+3383+6387+2771+7852+5335+7409+5295+7412
Long-term depression	55	7	4.257466621	0.264133017	0.072066916	2775;5332;8605;2768;3708;5578;255189	http://www.ncbi.nlm.nih.gov/gene/?term= 2775+5332+8605+2768+3708+5578+255189
Sphingolipid signaling pathway	95	14	4.11106716	0.287885986	0.077181523	2534;9846;387;6093;5523;5527;208;2770;5170;5295;2768;5581;23236;1903	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+9846+387+6093+5523+5527+208+2770+5170+5295+2768+5581+23236+1903
TGF-beta signaling pathway	78	7	4.094055987	0.290736342	0.077181523	4052;387;6093;7040;4091;7048;57154	http://www.ncbi.nlm.nih.gov/gene/?term= 4052+387+6093+7040+4091+7048+57154
Retrograde endocannabinoid signaling	57	3	4.034837356	0.302137767	0.079138806	2775;774;107	http://www.ncbi.nlm.nih.gov/gene/?term= 2775+774+107
Cell cycle	122	21	3.941054265	0.317814727	0.081082856	2932;990;8697;2033;7040;595;4172;7029;1647;991;1017;1026;23595;7157;701;9133;4088;983;545;9134;5591	http://www.ncbi.nlm.nih.gov/gene/?term= 2932+990+8697+2033+7040+595+4172+7029+1647+991+1017+1026+23595+7157+701+9133+4088+983+545+9134+5591
Notch signaling pathway	45	7	3.940316419	0.317814727	0.081082856	23220;11317;9794;84441;3714;388585;4855	http://www.ncbi.nlm.nih.gov/gene/?term= 23220+11317+9794+84441+3714+388585+4855
Prostate cancer	85	5	3.874093317	0.333016627	0.083872012	2932;208;468;5295;1956	http://www.ncbi.nlm.nih.gov/gene/?term= 2932+208+468+5295+1956
Insulin secretion	51	5	3.78743975	0.349643705	0.086846276	5566;778;1386;468;107	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+778+1386+468+107
Glycosaminoglycan degradation	19	3	3.768287933	0.355819477	0.086846276	2799;2990;2720	http://www.ncbi.nlm.nih.gov/gene/?term= 2799+2990+2720
Arginine and proline metabolism	45	4	3.736553586	0.361995249	0.086846276	2805;29920;8659;112817	http://www.ncbi.nlm.nih.gov/gene/?term= 2805+29920+8659+112817
Influenza A	67	10	3.723840624	0.364370546	0.086846276	5610;6416;2932;7297;23586;6772;5295;7098;4261;9021	http://www.ncbi.nlm.nih.gov/gene/?term= 5610+6416+2932+7297+23586+6772+5295+7098+4261+9021
p53 signaling pathway	67	7	3.701936846	0.370071259	0.086846276	841;8795;7157;836;575;4194;5268	http://www.ncbi.nlm.nih.gov/gene/?term= 841+8795+7157+836+575+4194+5268
Linoleic acid metabolism	26	3	3.695100735	0.372446556	0.086846276	8605;1576;255189	http://www.ncbi.nlm.nih.gov/gene/?term= 8605+1576+255189
Glycerolipid metabolism	54	4	3.685432202	0.375771971	0.086846276	11343;8527;1609;4023	http://www.ncbi.nlm.nih.gov/gene/?term= 11343+8527+1609+4023
Non-alcoholic fatty liver disease (NAFLD)	61	5	3.648358562	0.382897862	0.087464181	2932;208;5295;3667;3643	http://www.ncbi.nlm.nih.gov/gene/?term= 2932+208+5295+3667+3643
Gap junction	85	15	3.621853358	0.388123515	0.087638805	5566;6655;3356;2770;1956;3708;2697;5578;2776;107;80310;3265;23236;6714;1902	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+6655+3356+2770+1956+3708+2697+5578+2776+107+80310+3265+23236+6714+1902
Epstein-Barr virus infection	52	6	3.399306379	0.434204276	0.094614716	2932;208;5335;5295;930;4067	http://www.ncbi.nlm.nih.gov/gene/?term= 2932+208+5335+5295+930+4067
Complement and coagulation cascades	64	10	3.38798788	0.435629454	0.094614716	5340;5328;718;5648;2;5627;5104;5265;629;720	http://www.ncbi.nlm.nih.gov/gene/?term= 5340+5328+718+5648+2+5627+5104+5265+629+720
Thyroid hormone synthesis	44	5	3.367251597	0.442280285	0.094614716	7038;5566;4036;1386;107	http://www.ncbi.nlm.nih.gov/gene/?term= 7038+5566+4036+1386+107
NOD-like receptor signaling pathway	44	3	3.361898447	0.443705463	0.094614716	330;841;8767	http://www.ncbi.nlm.nih.gov/gene/?term= 330+841+8767
alpha-Linolenic acid metabolism	19	4	3.314588959	0.450356295	0.094614716	8605;9415;255189;11145	http://www.ncbi.nlm.nih.gov/gene/?term= 8605+9415+255189+11145
Alcoholism	100	16	3.310130866	0.452731591	0.094614716	84254;5566;2775;6655;1386;116444;2792;468;814;5569;111;2787;3265;51806;2903;116443	http://www.ncbi.nlm.nih.gov/gene/?term= 84254+5566+2775+6655+1386+116444+2792+468+814+5569+111+2787+3265+51806+2903+116443
N-Glycan biosynthesis	48	3	3.307824296	0.452731591	0.094614716	6185;79053;144245	http://www.ncbi.nlm.nih.gov/gene/?term= 6185+79053+144245
FoxO signaling pathway	111	15	3.228755319	0.46935867	0.096046016	369;5594;6655;10110;51422;6794;2309;2538;5170;5295;114907;5604;3667;3643;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 369+5594+6655+10110+51422+6794+2309+2538+5170+5295+114907+5604+3667+3643+4893
Prolactin signaling pathway	68	13	3.226255629	0.46935867	0.096046016	2932;5594;6655;208;5602;595;1432;2309;5295;6774;2353;3265;122809	http://www.ncbi.nlm.nih.gov/gene/?term= 2932+5594+6655+208+5602+595+1432+2309+5295+6774+2353+3265+122809
Aldosterone-regulated sodium reabsorption	32	3	3.187749159	0.475534442	0.096306586	5295;3667;3643	http://www.ncbi.nlm.nih.gov/gene/?term= 5295+3667+3643
Bile secretion	27	3	3.163810746	0.482185273	0.096657066	1080;5566;107	http://www.ncbi.nlm.nih.gov/gene/?term= 1080+5566+107
Lysine degradation	46	3	3.12620116	0.495486936	0.098320201	8985;54904;9757	http://www.ncbi.nlm.nih.gov/gene/?term= 8985+54904+9757
Colorectal cancer	42	3	3.04928987	0.513064133	0.099545668	2932;208;5295	http://www.ncbi.nlm.nih.gov/gene/?term= 2932+208+5295
Measles	65	3	3.04928987	0.513064133	0.099545668	2932;208;5295	http://www.ncbi.nlm.nih.gov/gene/?term= 2932+208+5295
Hepatitis B	118	16	3.026929349	0.516864608	0.099545668	572;841;5594;2033;4318;208;7040;4790;5602;1386;468;5295;836;4088;2353;1147	http://www.ncbi.nlm.nih.gov/gene/?term= 572+841+5594+2033+4318+208+7040+4790+5602+1386+468+5295+836+4088+2353+1147
TNF signaling pathway	71	15	2.928331843	0.542517815	0.103471924	8837;330;5606;841;6416;83737;9252;5602;1432;1386;7186;468;6885;5295;836	http://www.ncbi.nlm.nih.gov/gene/?term= 8837+330+5606+841+6416+83737+9252+5602+1432+1386+7186+468+6885+5295+836
Osteoclast differentiation	101	15	2.853211893	0.565320665	0.106211673	695;2534;3937;1535;7297;10990;6772;2274;7186;5879;8792;5295;6850;5293;11006	http://www.ncbi.nlm.nih.gov/gene/?term= 695+2534+3937+1535+7297+10990+6772+2274+7186+5879+8792+5295+6850+5293+11006
Bacterial invasion of epithelial cells	55	16	2.832797139	0.567695962	0.106211673	9564;998;1785;2017;5829;8976;2549;5295;1793;9844;1398;5747;391;71;6714;10093	http://www.ncbi.nlm.nih.gov/gene/?term= 9564+998+1785+2017+5829+8976+2549+5295+1793+9844+1398+5747+391+71+6714+10093
Glutathione metabolism	40	4	2.81717599	0.574346793	0.106319658	2730;2937;221357;2880	http://www.ncbi.nlm.nih.gov/gene/?term= 2730+2937+221357+2880
Oxidative phosphorylation	44	3	2.798231554	0.579097387	0.106319658	50617;27068;534	http://www.ncbi.nlm.nih.gov/gene/?term= 50617+27068+534
