pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez	url
Activation of Ca-permeable Kainate Receptor	12	2	2.48403002664826	NA	NA	2898;2900	http://www.ncbi.nlm.nih.gov/gene/?term= 2898+2900
Activation of caspases through apoptosome-mediated cleavage	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Activation of DNA fragmentation factor	13	2	4.57316319871007	NA	NA	3008;3146	http://www.ncbi.nlm.nih.gov/gene/?term= 3008+3146
Activation of GABAB receptors	37	2	2.43840446409407	NA	NA	2782;2788	http://www.ncbi.nlm.nih.gov/gene/?term= 2782+2788
Activation of gene expression by SREBF (SREBP)	41	8	3.12648531108418	0.289031224979984	0.247165360228518	10654;1387;2222;4801;5465;57678;6256;6907	http://www.ncbi.nlm.nih.gov/gene/?term= 10654+1387+2222+4801+5465+57678+6256+6907
Activation of G protein gated Potassium channels	23	2	2.43840446409407	NA	NA	2782;2788	http://www.ncbi.nlm.nih.gov/gene/?term= 2782+2788
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	16	2	1.65712330111886	NA	NA	23643;5781	http://www.ncbi.nlm.nih.gov/gene/?term= 23643+5781
Activation of Kainate Receptors upon glutamate binding	29	2	2.49880752315129	NA	NA	23236;2782	http://www.ncbi.nlm.nih.gov/gene/?term= 23236+2782
Activation of Matrix Metalloproteinases	28	4	1.53128429734404	0.880704563650921	0.406814220398286	10893;4325;5045;7077	http://www.ncbi.nlm.nih.gov/gene/?term= 10893+4325+5045+7077
Activation of Na-permeable Kainate Receptors	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Activation of NF-kappaB in B cells	60	4	3.05103317279115	0.308246597277822	0.247165360228518	3551;4790;5690;6885	http://www.ncbi.nlm.nih.gov/gene/?term= 3551+4790+5690+6885
Activation of Nicotinic Acetylcholine Receptors	12	2	1.66795162920161	NA	NA	1143;1145	http://www.ncbi.nlm.nih.gov/gene/?term= 1143+1145
Activation of NIMA Kinases NEK9, NEK6, NEK7	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Activation of NMDA receptor upon glutamate binding and postsynaptic events	36	4	3.49446084175317	0.190552441953563	0.230823218673049	2890;2904;4747;817	http://www.ncbi.nlm.nih.gov/gene/?term= 2890+2904+4747+817
Activation of NOXA and translocation to mitochondria	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Activation of PKB	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Activation of PPARGC1A (PGC-1alpha) by phosphorylation	10	2	1.98619482217719	NA	NA	10891;53632	http://www.ncbi.nlm.nih.gov/gene/?term= 10891+53632
Activation of PUMA and translocation to mitochondria	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Activation of Rac	14	2	2.20290196282475	NA	NA	5063;6091	http://www.ncbi.nlm.nih.gov/gene/?term= 5063+6091
Activation of RAS in B cells	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Activation of SMO	18	2	2.5232979694113	NA	NA	132884;84455	http://www.ncbi.nlm.nih.gov/gene/?term= 132884+84455
Activation of the AP-1 family of transcription factors	10	3	1.25164130940984	0.944755804643715	0.42705594022188	2353;3725;5602	http://www.ncbi.nlm.nih.gov/gene/?term= 2353+3725+5602
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	47	2	2.21166254889985	NA	NA	6189;8665	http://www.ncbi.nlm.nih.gov/gene/?term= 6189+8665
Activation of the phototransduction cascade	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Activation of the pre-replicative complex	29	2	1.83635729747484	NA	NA	5001;6119	http://www.ncbi.nlm.nih.gov/gene/?term= 5001+6119
Activation of TRKA receptors	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Activation, translocation and oligomerization of BAX	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Acyl chain remodeling of CL	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Acyl chain remodeling of DAG and TAG	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Acyl chain remodelling of PC	17	4	2.71807855008195	0.421937550040032	0.267476740449093	10162;255189;5321;79887	http://www.ncbi.nlm.nih.gov/gene/?term= 10162+255189+5321+79887
Acyl chain remodelling of PE	16	2	2.65706281227589	NA	NA	154141;5321	http://www.ncbi.nlm.nih.gov/gene/?term= 154141+5321
Acyl chain remodelling of PG	11	3	2.36801819605864	0.563650920736589	0.299806655316911	255189;5321;79888	http://www.ncbi.nlm.nih.gov/gene/?term= 255189+5321+79888
Acyl chain remodelling of PI	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Acyl chain remodelling of PS	11	2	2.65706281227589	NA	NA	154141;5321	http://www.ncbi.nlm.nih.gov/gene/?term= 154141+5321
Adaptive Immune System	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Adenylate cyclase activating pathway	10	2	2.04332084933356	NA	NA	108;2774	http://www.ncbi.nlm.nih.gov/gene/?term= 108+2774
Adenylate cyclase inhibitory pathway	14	2	2.04332084933356	NA	NA	108;2774	http://www.ncbi.nlm.nih.gov/gene/?term= 108+2774
Adherens junctions interactions	21	3	3.31072184492793	0.237790232185749	0.237899557606372	1000;1007;1499	http://www.ncbi.nlm.nih.gov/gene/?term= 1000+1007+1499
ADP signalling through P2Y purinoceptor 1	21	2	2.51767562839598	NA	NA	2782;9630	http://www.ncbi.nlm.nih.gov/gene/?term= 2782+9630
ADP signalling through P2Y purinoceptor 12	19	2	2.43840446409407	NA	NA	2782;2788	http://www.ncbi.nlm.nih.gov/gene/?term= 2782+2788
Adrenaline,noradrenaline inhibits insulin secretion	25	2	2.54831429087009	NA	NA	2782;776	http://www.ncbi.nlm.nih.gov/gene/?term= 2782+776
Advanced glycosylation endproduct receptor signaling	10	2	3.84331581809453	NA	NA	3146;5594	http://www.ncbi.nlm.nih.gov/gene/?term= 3146+5594
Aflatoxin activation and detoxification	15	3	1.30440146171368	0.931144915932746	0.424539754199304	1576;1577;4259	http://www.ncbi.nlm.nih.gov/gene/?term= 1576+1577+4259
Agmatine biosynthesis	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
AKT-mediated inactivation of FOXO1A	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
AKT phosphorylates targets in the cytosol	13	3	1.90129753897695	0.762209767814251	0.365682276825124	10000;1026;7249	http://www.ncbi.nlm.nih.gov/gene/?term= 10000+1026+7249
AKT phosphorylates targets in the nucleus	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
ALKBH3 mediated reversal of alkylation damage	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Alpha-defensins	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
alpha-linolenic acid (ALA) metabolism	13	2	2.52149965553248	NA	NA	60481;9415	http://www.ncbi.nlm.nih.gov/gene/?term= 60481+9415
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	13	2	2.52149965553248	NA	NA	60481;9415	http://www.ncbi.nlm.nih.gov/gene/?term= 60481+9415
Alpha-oxidation of phytanate	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Alternative complement activation	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
AMER1 mutants destabilize the destruction complex	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Amine compound SLC transporters	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Amine-derived hormones	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Amino acid and derivative metabolism	165	11	2.93004789559534	0.342674139311449	0.252046988447967	10166;1373;2746;383;445;4942;4953;5690;5698;80150;89874	http://www.ncbi.nlm.nih.gov/gene/?term= 10166+1373+2746+383+445+4942+4953+5690+5698+80150+89874
Amino acid and oligopeptide SLC transporters	46	7	2.96774747378673	0.33306645316253	0.252046988447967	140679;153201;206358;6505;6509;6541;9056	http://www.ncbi.nlm.nih.gov/gene/?term= 140679+153201+206358+6505+6509+6541+9056
Amino Acid conjugation	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Amino acid synthesis and interconversion (transamination)	21	2	1.66913524490856	NA	NA	2746;84706	http://www.ncbi.nlm.nih.gov/gene/?term= 2746+84706
Amino acid transport across the plasma membrane	28	2	2.31274731316193	NA	NA	6541;9056	http://www.ncbi.nlm.nih.gov/gene/?term= 6541+9056
AMPK inhibits chREBP transcriptional activation activity	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Amplification of signal from the kinetochores	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Amyloid formation	41	2	2.37054151027732	NA	NA	325;8365	http://www.ncbi.nlm.nih.gov/gene/?term= 325+8365
Anchoring fibril formation	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Anchoring of the basal body to the plasma membrane	84	9	3.58574014050997	0.166533226581265	0.210506981677624	1453;22832;5108;51259;55755;7531;7840;80184;80254	http://www.ncbi.nlm.nih.gov/gene/?term= 1453+22832+5108+51259+55755+7531+7840+80184+80254
Androgen biosynthesis	10	3	1.03734471787529	0.959967974379504	0.428237116542275	3283;51144;79644	http://www.ncbi.nlm.nih.gov/gene/?term= 3283+51144+79644
Antagonism of Activin by Follistatin	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	24	2	2.68513637257394	NA	NA	2885;6464	http://www.ncbi.nlm.nih.gov/gene/?term= 2885+6464
Antigen Presentation: Folding, assembly and peptide loading of class I MHC	22	3	1.8293854715095	0.791032826261009	0.376472243317106	10427;10484;9632	http://www.ncbi.nlm.nih.gov/gene/?term= 10427+10484+9632
Antigen processing-Cross presentation	53	2	2.79478374288058	NA	NA	5690;7316	http://www.ncbi.nlm.nih.gov/gene/?term= 5690+7316
Antigen processing: Ubiquitination & Proteasome degradation	206	19	4.86733864211516	0.0184147317854283	0.144429134544377	10075;10193;118424;140460;23295;23327;25847;401036;5071;55284;5690;64750;7316;7327;7334;8924;90293;92369;9666	http://www.ncbi.nlm.nih.gov/gene/?term= 10075+10193+118424+140460+23295+23327+25847+401036+5071+55284+5690+64750+7316+7327+7334+8924+90293+92369+9666
Antiviral mechanism by IFN-stimulated genes	56	2	2.36459457781864	NA	NA	23165;23279	http://www.ncbi.nlm.nih.gov/gene/?term= 23165+23279
APC/C:Cdc20 mediated degradation of Cyclin B	18	2	1.36444201005476	NA	NA	51433;7316	http://www.ncbi.nlm.nih.gov/gene/?term= 51433+7316
APC/C:Cdc20 mediated degradation of mitotic proteins	64	2	2.79478374288058	NA	NA	5690;7316	http://www.ncbi.nlm.nih.gov/gene/?term= 5690+7316
APC/C:Cdc20 mediated degradation of Securin	56	2	2.74077055457699	NA	NA	5690;9491	http://www.ncbi.nlm.nih.gov/gene/?term= 5690+9491
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	60	2	2.74077055457699	NA	NA	5690;9491	http://www.ncbi.nlm.nih.gov/gene/?term= 5690+9491
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	62	2	2.86971944316586	NA	NA	5690;701	http://www.ncbi.nlm.nih.gov/gene/?term= 5690+701
APC-Cdc20 mediated degradation of Nek2A	20	2	1.71258606920447	NA	NA	701;7316	http://www.ncbi.nlm.nih.gov/gene/?term= 701+7316
APC/C-mediated degradation of cell cycle proteins	74	3	2.84692988789466	0.377101681345076	0.264396288011509	51343;5690;8556	http://www.ncbi.nlm.nih.gov/gene/?term= 51343+5690+8556
APC truncation mutants have impaired AXIN binding	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
APOBEC3G mediated resistance to HIV-1 infection	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Apoptosis	147	15	3.89615239156214	0.11369095276221	0.187355293285753	1677;2620;3008;3146;4000;5062;5690;6304;63967;7431;79658;836;839;840;90249	http://www.ncbi.nlm.nih.gov/gene/?term= 1677+2620+3008+3146+4000+5062+5690+6304+63967+7431+79658+836+839+840+90249
Apoptosis induced DNA fragmentation	13	2	4.57316319871007	NA	NA	3008;3146	http://www.ncbi.nlm.nih.gov/gene/?term= 3008+3146
Apoptotic cleavage of cell adhesion  proteins	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Apoptotic cleavage of cellular proteins	32	4	3.16056390667372	0.273819055244195	0.247165360228518	63967;7431;836;840	http://www.ncbi.nlm.nih.gov/gene/?term= 63967+7431+836+840
Apoptotic execution  phase	45	8	3.45236432576003	0.200960768614892	0.234376889900684	1677;2620;3008;3146;63967;7431;836;840	http://www.ncbi.nlm.nih.gov/gene/?term= 1677+2620+3008+3146+63967+7431+836+840
Apoptotic factor-mediated response	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Aquaporin-mediated transport	36	2	2.07927467061973	NA	NA	2778;2782	http://www.ncbi.nlm.nih.gov/gene/?term= 2778+2782
Arachidonate production from DAG	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Arachidonic acid metabolism	48	5	2.75312857682064	0.410728582866293	0.267050463146429	1545;1579;2166;239;5321	http://www.ncbi.nlm.nih.gov/gene/?term= 1545+1579+2166+239+5321
ARL13B-mediated ciliary trafficking of INPP5E	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
ARMS-mediated activation	219	35	4.81565005481362	0.0200160128102482	0.144429134544377	10125;10718;10818;145957;152559;153090;161742;1950;2065;2066;221002;2255;2263;22866;283455;284;2903;2904;3084;3667;3845;4747;5519;5529;5605;5690;5698;5747;6464;6711;673;7010;817;9491;9542	http://www.ncbi.nlm.nih.gov/gene/?term= 10125+10718+10818+145957+152559+153090+161742+1950+2065+2066+221002+2255+2263+22866+283455+284+2903+2904+3084+3667+3845+4747+5519+5529+5605+5690+5698+5747+6464+6711+673+7010+817+9491+9542
Asparagine N-linked glycosylation	151	3	3.6179923301886	0.160928742994396	0.208414578043086	1453;2153;2890	http://www.ncbi.nlm.nih.gov/gene/?term= 1453+2153+2890
Assembly of collagen fibrils and other multimeric structures	20	2	1.78382971190576	NA	NA	7092;84171	http://www.ncbi.nlm.nih.gov/gene/?term= 7092+84171
Assembly Of The HIV Virion	10	2	1.36280693795693	NA	NA	55048;7316	http://www.ncbi.nlm.nih.gov/gene/?term= 55048+7316
Assembly of the ORC complex at the origin of replication	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Assembly of the pre-replicative complex	60	7	2.30185729912772	0.596477181745396	0.312506372064236	5001;51053;5690;5698;7316;81620;9491	http://www.ncbi.nlm.nih.gov/gene/?term= 5001+51053+5690+5698+7316+81620+9491
Assembly of the primary cilium	162	19	3.93943224029745	0.103282626100881	0.186347464919504	10640;117177;1453;1781;22832;23265;27241;2847;5108;51259;51668;57545;6991;7531;7840;80173;80184;80254;8655	http://www.ncbi.nlm.nih.gov/gene/?term= 10640+117177+1453+1781+22832+23265+27241+2847+5108+51259+51668+57545+6991+7531+7840+80173+80184+80254+8655
Assembly of Viral Components at the Budding Site	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Association of licensing factors with the pre-replicative complex	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Association of TriC/CCT with target proteins during biosynthesis	25	2	3.78656122342436	NA	NA	22948;83752	http://www.ncbi.nlm.nih.gov/gene/?term= 22948+83752
Astrocytic Glutamate-Glutamine Uptake And Metabolism	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Asymmetric localization of PCP proteins	56	3	3.15184963789215	0.277021617293835	0.247165360228518	144165;5690;64750	http://www.ncbi.nlm.nih.gov/gene/?term= 144165+5690+64750
A tetrasaccharide linker sequence is required for GAG synthesis	23	2	4.11327921242305	NA	NA	2262;727936	http://www.ncbi.nlm.nih.gov/gene/?term= 2262+727936
ATF4 activates genes	22	2	0.552140315601794	NA	NA	5393;56915	http://www.ncbi.nlm.nih.gov/gene/?term= 5393+56915
ATF6-alpha activates chaperone genes	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
ATF6-alpha activates chaperones	10	2	1.11511066194158	NA	NA	22926;8720	http://www.ncbi.nlm.nih.gov/gene/?term= 22926+8720
A third proteolytic cleavage releases NICD	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
ATP sensitive Potassium channels	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Attachment of GPI anchor to uPAR	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Attenuation phase	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
AUF1 (hnRNP D0) binds and destabilizes mRNA	47	2	2.54406564840471	NA	NA	5686;5690	http://www.ncbi.nlm.nih.gov/gene/?term= 5686+5690
Autodegradation of Cdh1 by Cdh1:APC/C	53	2	2.79478374288058	NA	NA	5690;7316	http://www.ncbi.nlm.nih.gov/gene/?term= 5690+7316
Autodegradation of the E3 ubiquitin ligase COP1	45	2	2.71414939757716	NA	NA	5690;5698	http://www.ncbi.nlm.nih.gov/gene/?term= 5690+5698
Autointegration results in viral DNA circles	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
AXIN missense mutants destabilize the destruction complex	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
AXIN mutants destabilize the destruction complex, activating WNT signaling	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Axonal growth inhibition (RHOA activation)	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Axonal growth stimulation	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Axon guidance	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Base Excision Repair	25	2	2.11762159261765	NA	NA	57804;5981	http://www.ncbi.nlm.nih.gov/gene/?term= 57804+5981
Basigin interactions	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
BBSome-mediated cargo-targeting to cilium	23	2	2.43752028641517	NA	NA	27241;2847	http://www.ncbi.nlm.nih.gov/gene/?term= 27241+2847
B Cell Activation	172	11	4.41490257055741	0.056044835868695	0.157745295885348	10718;192669;1950;2065;2066;2255;2263;3084;3815;5728;6464	http://www.ncbi.nlm.nih.gov/gene/?term= 10718+192669+1950+2065+2066+2255+2263+3084+3815+5728+6464
Beta-catenin independent WNT signaling	126	16	3.08121273746596	0.301841473178543	0.247165360228518	1213;144165;1856;23236;2780;2782;2788;4919;5145;5148;5578;5690;5698;64750;7316;7976	http://www.ncbi.nlm.nih.gov/gene/?term= 1213+144165+1856+23236+2780+2782+2788+4919+5145+5148+5578+5690+5698+64750+7316+7976
Beta-catenin phosphorylation cascade	16	2	2.09660202287501	NA	NA	5519;5529	http://www.ncbi.nlm.nih.gov/gene/?term= 5519+5529
Beta defensins	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
betaKlotho-mediated ligand binding	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Beta oxidation of butanoyl-CoA to acetyl-CoA	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Beta oxidation of hexanoyl-CoA to butanoyl-CoA	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Beta oxidation of myristoyl-CoA to lauroyl-CoA	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Beta oxidation of octanoyl-CoA to hexanoyl-CoA	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Beta oxidation of palmitoyl-CoA to myristoyl-CoA	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Beta-oxidation of pristanoyl-CoA	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Beta-oxidation of very long chain fatty acids	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Bicarbonate transporters	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Bile acid and bile salt metabolism	34	2	2.29435869858321	NA	NA	6256;9023	http://www.ncbi.nlm.nih.gov/gene/?term= 6256+9023
Binding and entry of HIV virion	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Binding and Uptake of Ligands by Scavenger Receptors	27	2	2.99546604145899	NA	NA	1284;4481	http://www.ncbi.nlm.nih.gov/gene/?term= 1284+4481
Binding of TCF/LEF:CTNNB1 to target gene promoters	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Biological oxidations	149	37	2.56880019001072	0.491593274619696	0.29391514608151	10327;113612;125;131;1545;1558;1576;1577;1579;1588;1592;1800;1836;191;216;2327;27233;27430;2937;2940;4258;4837;51302;55748;55902;56603;6256;64816;6783;6817;6819;6820;7363;79017;84836;9061;9971	http://www.ncbi.nlm.nih.gov/gene/?term= 10327+113612+125+131+1545+1558+1576+1577+1579+1588+1592+1800+1836+191+216+2327+27233+27430+2937+2940+4258+4837+51302+55748+55902+56603+6256+64816+6783+6817+6819+6820+7363+79017+84836+9061+9971
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	64	5	2.85439529416124	0.376301040832666	0.264396288011509	10559;10610;6489;7903;81849	http://www.ncbi.nlm.nih.gov/gene/?term= 10559+10610+6489+7903+81849
Biotin transport and metabolism	10	2	1.21983587641356	NA	NA	31;8884	http://www.ncbi.nlm.nih.gov/gene/?term= 31+8884
BMAL1:CLOCK,NPAS2 activates circadian gene expression	40	3	2.66788443460803	0.44275420336269	0.277341506860737	4862;5465;6256	http://www.ncbi.nlm.nih.gov/gene/?term= 4862+5465+6256
Branched-chain amino acid catabolism	15	2	1.65254318020798	NA	NA	11112;26275	http://www.ncbi.nlm.nih.gov/gene/?term= 11112+26275
Breakdown of the nuclear lamina	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Budding	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
