pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez	url
FRS-mediated FGFR1 signaling	212	17	8.713468238	0.003325416	0.014209632	2534;6710;2255;5527;26281;5687;5721;2335;10142;817;1956;115727;6712;3265;2066;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+2255+5527+26281+5687+5721+2335+10142+817+1956+115727+6712+3265+2066+2248+200734
FRS-mediated FGFR2 signaling	212	14	8.674941407	0.003325416	0.014209632	6710;5527;26281;5721;2335;10142;817;1956;818;115727;6712;3265;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 6710+5527+26281+5721+2335+10142+817+1956+818+115727+6712+3265+2248+200734
FRS-mediated FGFR3 signaling	212	14	8.674941407	0.003325416	0.014209632	2534;6710;5527;26281;5721;2335;10142;817;1956;115727;6712;3265;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+5527+26281+5721+2335+10142+817+1956+115727+6712+3265+2248+200734
FRS-mediated FGFR4 signaling	212	17	8.702993102	0.003325416	0.014209632	2534;6710;2255;5527;26281;5687;5721;2335;10142;817;1956;115727;6712;2066;2248;200734;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+2255+5527+26281+5687+5721+2335+10142+817+1956+115727+6712+2066+2248+200734+4893
GRB2 events in EGFR signaling	211	17	8.702993102	0.003325416	0.014209632	6710;2255;5527;26281;5687;5721;2335;10142;817;1956;818;115727;6712;2066;2248;200734;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 6710+2255+5527+26281+5687+5721+2335+10142+817+1956+818+115727+6712+2066+2248+200734+4893
GRB2 events in ERBB2 signaling	211	14	8.660762462	0.003325416	0.014209632	6710;5527;26281;5687;5721;2335;10142;817;1956;115727;6712;2248;200734;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 6710+5527+26281+5687+5721+2335+10142+817+1956+115727+6712+2248+200734+4893
Interleukin receptor SHC signaling	221	17	8.712816905	0.003325416	0.014209632	2534;6710;5527;26281;5687;5721;2335;10142;817;1956;818;115727;6712;2066;2248;200734;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+5527+26281+5687+5721+2335+10142+817+1956+818+115727+6712+2066+2248+200734+4893
Neuronal System	266	24	8.757839066	0.003325416	0.014209632	6857;3776;3743;64130;6506;81539;2891;10142;2792;8500;1742;23416;2752;3782;817;774;2899;107;51305;2897;8541;3786;4646;777	http://www.ncbi.nlm.nih.gov/gene/?term= 6857+3776+3743+64130+6506+81539+2891+10142+2792+8500+1742+23416+2752+3782+817+774+2899+107+51305+2897+8541+3786+4646+777
SHC1 events in ERBB4 signaling	211	17	8.75635942	0.003325416	0.014209632	2534;6710;2255;5527;26281;5687;5721;2335;10142;817;1956;818;115727;6712;3265;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+2255+5527+26281+5687+5721+2335+10142+817+1956+818+115727+6712+3265+2248+200734
Signaling by Leptin	219	18	8.668241126	0.003325416	0.014209632	2534;6710;2255;5527;26281;5687;5721;6711;2335;10142;3845;817;1956;818;115727;6712;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+2255+5527+26281+5687+5721+6711+2335+10142+3845+817+1956+818+115727+6712+2248+200734
Signalling to p38 via RIT and RIN	215	14	8.660762462	0.003325416	0.014209632	6710;5527;26281;5687;5721;2335;10142;817;1956;115727;6712;2248;200734;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 6710+5527+26281+5687+5721+2335+10142+817+1956+115727+6712+2248+200734+4893
Signalling to RAS	222	17	8.702993102	0.003325416	0.014209632	2534;6710;2255;5527;26281;5687;5721;2335;10142;817;1956;115727;6712;2066;2248;200734;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+2255+5527+26281+5687+5721+2335+10142+817+1956+115727+6712+2066+2248+200734+4893
SOS-mediated signalling	211	17	8.723292041	0.003325416	0.014209632	2534;6710;5527;26281;5687;5721;2335;10142;817;1956;818;115727;6712;3265;2066;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+5527+26281+5687+5721+2335+10142+817+1956+818+115727+6712+3265+2066+2248+200734
Extracellular matrix organization	237	33	8.577282887	0.003800475	0.014209632	3381;4593;7092;3371;4052;2006;87;1286;3693;55214;1215;1299;7040;2202;2335;4237;6385;1463;1289;4017;4316;5045;84467;3688;136227;1508;1285;255631;80781;375790;84570;4312;3690	http://www.ncbi.nlm.nih.gov/gene/?term= 3381+4593+7092+3371+4052+2006+87+1286+3693+55214+1215+1299+7040+2202+2335+4237+6385+1463+1289+4017+4316+5045+84467+3688+136227+1508+1285+255631+80781+375790+84570+4312+3690
Frs2-mediated activation	216	17	8.651445591	0.003800475	0.014209632	2534;6710;5527;26281;5721;2335;5335;10142;817;1956;818;10818;115727;6712;3265;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+5527+26281+5721+2335+5335+10142+817+1956+818+10818+115727+6712+3265+2248+200734
Gastrin-CREB signalling pathway via PKC and MAPK	380	17	8.651112796	0.003800475	0.014209632	2534;6710;5527;26281;5721;6711;2335;10142;817;1956;818;115727;6712;2066;2248;200734;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+5527+26281+5721+6711+2335+10142+817+1956+818+115727+6712+2066+2248+200734+4893
Interleukin-2 signaling	226	18	8.644844916	0.003800475	0.014209632	2534;6710;2255;5527;26281;5721;3718;2335;10142;817;5295;1956;818;115727;6712;3265;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+2255+5527+26281+5721+3718+2335+10142+817+5295+1956+818+115727+6712+3265+2248+200734
"Interleukin-3, 5 and GM-CSF signaling"	237	17	8.617962738	0.003800475	0.014209632	2534;6710;5527;26281;5687;5721;2335;10142;3845;817;1956;818;115727;6712;2066;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+5527+26281+5687+5721+2335+10142+3845+817+1956+818+115727+6712+2066+2248+200734
Prolonged ERK activation events	218	18	8.618925345	0.003800475	0.014209632	2534;6710;2255;5527;26281;5721;2335;5335;10142;3845;817;1956;818;10818;115727;6712;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+2255+5527+26281+5721+2335+5335+10142+3845+817+1956+818+10818+115727+6712+2248+200734
RAF/MAP kinase cascade	211	14	8.521855998	0.003800475	0.014209632	2534;6710;26281;5721;6711;2335;10142;817;1956;115727;6712;2248;200734;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+26281+5721+6711+2335+10142+817+1956+115727+6712+2248+200734+4893
SHC1 events in EGFR signaling	211	17	8.65636198	0.003800475	0.014209632	2534;6710;2255;5527;26281;5687;2335;10142;817;1956;818;115727;6712;2066;2248;200734;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+2255+5527+26281+5687+2335+10142+817+1956+818+115727+6712+2066+2248+200734+4893
Signalling to ERKs	229	19	8.60363113	0.003800475	0.014209632	2534;6710;2255;5527;26281;5721;6711;2335;5335;10142;817;1956;818;10818;115727;6712;2066;200734;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+2255+5527+26281+5721+6711+2335+5335+10142+817+1956+818+10818+115727+6712+2066+200734+4893
VEGFR2 mediated cell proliferation	220	18	8.631694389	0.003800475	0.014209632	2534;6710;5527;26281;5687;5721;2335;5335;10142;817;1956;818;115727;6712;3265;2248;6714;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+5527+26281+5687+5721+2335+5335+10142+817+1956+818+115727+6712+3265+2248+6714+200734
Signaling by EGFR	313	32	8.465080353	0.004275534	0.01511663	2534;2255;9462;5527;26281;5687;5721;2549;6711;2335;941;5335;10142;1742;3845;1950;2064;817;5295;818;25780;808;50852;5580;107;161742;5581;115727;5728;6712;2066;2248	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+2255+9462+5527+26281+5687+5721+2549+6711+2335+941+5335+10142+1742+3845+1950+2064+817+5295+818+25780+808+50852+5580+107+161742+5581+115727+5728+6712+2066+2248
Signaling by FGFR4	291	32	8.493538952	0.004275534	0.01511663	6710;2255;5527;26281;5594;5687;5721;2906;6711;2335;5335;10142;3845;7094;1848;817;5295;1956;53358;818;808;50852;5580;1849;107;5581;115727;6712;2066;2903;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 6710+2255+5527+26281+5594+5687+5721+2906+6711+2335+5335+10142+3845+7094+1848+817+5295+1956+53358+818+808+50852+5580+1849+107+5581+115727+6712+2066+2903+2248+200734
Collagen formation	75	6	8.448136965	0.004750594	0.01511663	1286;55214;1289;1508;84570;1306	http://www.ncbi.nlm.nih.gov/gene/?term= 1286+55214+1289+1508+84570+1306
FCERI mediated MAPK activation	230	15	8.4483516	0.004750594	0.01511663	6710;5527;26281;5721;2335;5335;10142;817;1956;6464;115727;6712;3265;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 6710+5527+26281+5721+2335+5335+10142+817+1956+6464+115727+6712+3265+2248+200734
MAPK1/MAPK3 signaling	217	18	8.428928103	0.004750594	0.01511663	2534;6710;2255;5527;26281;5594;5687;5721;2335;10142;3572;817;1956;161742;115727;6712;2248;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+2255+5527+26281+5594+5687+5721+2335+10142+3572+817+1956+161742+115727+6712+2248+4893
SHC1 events in ERBB2 signaling	211	17	8.434019996	0.004750594	0.01511663	2534;6710;2255;5527;26281;5687;5721;2335;10142;817;1956;818;115727;6712;3265;2248;4763	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+2255+5527+26281+5687+5721+2335+10142+817+1956+818+115727+6712+3265+2248+4763
Signaling by SCF-KIT	287	32	8.387093311	0.004750594	0.01511663	2534;4254;816;6710;2255;9462;5527;26281;1215;5687;5721;6711;2335;10142;3845;5695;7094;2064;817;1956;818;25780;50852;161742;145957;115727;5728;6712;2066;2248;4067;3690	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+4254+816+6710+2255+9462+5527+26281+1215+5687+5721+6711+2335+10142+3845+5695+7094+2064+817+1956+818+25780+50852+161742+145957+115727+5728+6712+2066+2248+4067+3690
IRS-related events triggered by IGF1R	259	19	8.30577433	0.005225653	0.01628187	6710;2255;5527;26281;5687;5721;2335;64121;10142;3845;817;5295;1956;7248;7529;115727;6712;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 6710+2255+5527+26281+5687+5721+2335+64121+10142+3845+817+5295+1956+7248+7529+115727+6712+2248+200734
Downstream signaling of activated FGFR1	288	32	8.259565792	0.005700713	0.016717214	2534;2065;6710;108;26281;5721;5595;5924;6711;2335;5335;10142;7094;1950;817;5295;1956;818;808;50852;5580;1849;107;5581;115727;5728;6712;3265;2066;2903;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+2065+6710+108+26281+5721+5595+5924+6711+2335+5335+10142+7094+1950+817+5295+1956+818+808+50852+5580+1849+107+5581+115727+5728+6712+3265+2066+2903+2248+200734
Insulin receptor signalling cascade	258	22	8.271789033	0.005700713	0.016717214	6710;2255;5527;26281;5594;5687;5721;6711;2335;28956;64121;10142;3845;817;1956;818;3667;3643;115727;6712;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 6710+2255+5527+26281+5594+5687+5721+6711+2335+28956+64121+10142+3845+817+1956+818+3667+3643+115727+6712+2248+200734
Signaling by ERBB2	298	35	8.276685152	0.005700713	0.016717214	2065;6710;5527;26281;2932;5687;5721;208;55914;5924;2335;1385;941;5335;10142;9101;817;5295;1956;818;7316;25780;808;50852;107;5568;5581;115727;6712;2066;2903;2248;5575;200734;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 2065+6710+5527+26281+2932+5687+5721+208+55914+5924+2335+1385+941+5335+10142+9101+817+5295+1956+818+7316+25780+808+50852+107+5568+5581+115727+6712+2066+2903+2248+5575+200734+4893
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	259	20	8.204208266	0.006650831	0.018374524	2534;6710;2255;5527;26281;5594;5721;2335;28956;64121;10142;817;1956;818;161742;115727;6712;3265;2066;2248	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+6710+2255+5527+26281+5594+5721+2335+28956+64121+10142+817+1956+818+161742+115727+6712+3265+2066+2248
IGF1R signaling cascade	259	32	8.084487951	0.007125891	0.018374524	2534;8452;816;6710;2255;5527;26281;5594;5721;3718;6711;2335;28956;64121;10142;1742;153090;7094;2064;817;5295;1956;818;25780;7248;115727;6712;3265;2066;5719;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+8452+816+6710+2255+5527+26281+5594+5721+3718+6711+2335+28956+64121+10142+1742+153090+7094+2064+817+5295+1956+818+25780+7248+115727+6712+3265+2066+5719+2248+200734
IRS-mediated signalling	255	22	8.190880942	0.007125891	0.018374524	6710;2255;369;5527;26281;5721;6711;2335;28956;64121;10142;817;1956;818;7248;145957;115727;6712;2066;2248;200734;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 6710+2255+369+5527+26281+5721+6711+2335+28956+64121+10142+817+1956+818+7248+145957+115727+6712+2066+2248+200734+4893
MAPK family signaling cascades	256	32	8.126376439	0.007125891	0.018374524	2534;816;2065;5597;6710;2255;5527;26281;8550;5594;5721;7297;6711;2335;2309;10142;3572;5695;1950;5596;6233;817;1956;8997;3570;2905;145957;115727;6712;2066;2248;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+816+2065+5597+6710+2255+5527+26281+8550+5594+5721+7297+6711+2335+2309+10142+3572+5695+1950+5596+6233+817+1956+8997+3570+2905+145957+115727+6712+2066+2248+4893
Rho GTPase cycle	111	8	8.140053502	0.007125891	0.018374524	10928;6655;58480;158763;84033;29;10395;9824	http://www.ncbi.nlm.nih.gov/gene/?term= 10928+6655+58480+158763+84033+29+10395+9824
Signaling by FGFR3	291	45	8.075082508	0.007125891	0.018374524	2534;816;6710;2255;9462;108;5527;26281;5720;5594;23112;5687;5721;2254;5518;3718;2335;5335;10142;196883;1742;7094;2064;6233;817;1956;818;25780;808;2905;50852;5580;1849;107;145957;5581;2244;115727;5728;6712;3265;2903;10718;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+816+6710+2255+9462+108+5527+26281+5720+5594+23112+5687+5721+2254+5518+3718+2335+5335+10142+196883+1742+7094+2064+6233+817+1956+818+25780+808+2905+50852+5580+1849+107+145957+5581+2244+115727+5728+6712+3265+2903+10718+2248+200734
Signaling by Insulin receptor	281	32	8.16135228	0.007125891	0.018374524	2534;2065;6710;2255;815;5527;26281;5594;5687;5721;51422;6711;2335;28956;64121;10142;1742;5156;1950;817;1956;25780;7248;3667;145957;3643;115727;6712;3265;2066;2248;200734	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+2065+6710+2255+815+5527+26281+5594+5687+5721+51422+6711+2335+28956+64121+10142+1742+5156+1950+817+1956+25780+7248+3667+145957+3643+115727+6712+3265+2066+2248+200734
Collagen biosynthesis and modifying enzymes	61	4	7.930098332	0.009026128	0.022879916	1286;55214;1289;84570	http://www.ncbi.nlm.nih.gov/gene/?term= 1286+55214+1289+84570
DNA Double-Strand Break Repair	130	12	7.849756665	0.010926366	0.027235128	9031;55183;51720;4683;51567;10038;64421;8290;5883;3981;116028;5591	http://www.ncbi.nlm.nih.gov/gene/?term= 9031+55183+51720+4683+51567+10038+64421+8290+5883+3981+116028+5591
Signaling by Rho GTPases	331	87	7.70636232	0.011401425	0.027502514	1080;8379;9912;10928;395;57120;1535;25791;387;6093;9886;50508;5527;10403;2017;4637;25;6655;5595;64130;23081;9828;397;5924;1894;10096;58480;25936;1063;23433;64411;644150;5585;3895;55288;151648;6249;1742;90627;4221;9743;5879;10006;89953;10144;121512;8826;84643;354;23421;1060;23092;255626;26230;158763;80728;5058;84033;389;701;114822;29;2909;8997;11243;91010;147841;50650;4085;10395;94134;57449;29984;55055;9793;392;378708;10458;391;55920;3985;71;8349;4771;9901;57591;9824	http://www.ncbi.nlm.nih.gov/gene/?term= 1080+8379+9912+10928+395+57120+1535+25791+387+6093+9886+50508+5527+10403+2017+4637+25+6655+5595+64130+23081+9828+397+5924+1894+10096+58480+25936+1063+23433+64411+644150+5585+3895+55288+151648+6249+1742+90627+4221+9743+5879+10006+89953+10144+121512+8826+84643+354+23421+1060+23092+255626+26230+158763+80728+5058+84033+389+701+114822+29+2909+8997+11243+91010+147841+50650+4085+10395+94134+57449+29984+55055+9793+392+378708+10458+391+55920+3985+71+8349+4771+9901+57591+9824
Transmission across Chemical Synapses	189	17	7.697940266	0.011401425	0.027502514	6857;64130;81539;2891;10142;8500;1742;54407;2774;817;774;818;107;10369;2897;8541;4646	http://www.ncbi.nlm.nih.gov/gene/?term= 6857+64130+81539+2891+10142+8500+1742+54407+2774+817+774+818+107+10369+2897+8541+4646
B Cell Activation	174	4	7.586525206	0.011876485	0.027583404	26281;5335;5295;50852	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5335+5295+50852
Homology Directed Repair	103	5	7.627906113	0.011876485	0.027583404	51720;4683;10038;8290;5883	http://www.ncbi.nlm.nih.gov/gene/?term= 51720+4683+10038+8290+5883
Diseases of signal transduction	218	18	7.489313562	0.012826603	0.027583404	2534;2255;26281;5687;5721;5335;23493;5295;1956;4851;9794;50852;6469;7314;84441;3714;2248;388585	http://www.ncbi.nlm.nih.gov/gene/?term= 2534+2255+26281+5687+5721+5335+23493+5295+1956+4851+9794+50852+6469+7314+84441+3714+2248+388585
G alpha (i) signalling events	206	7	7.475892541	0.012826603	0.027583404	6387;5539;4988;221391;2792;2770;107	http://www.ncbi.nlm.nih.gov/gene/?term= 6387+5539+4988+221391+2792+2770+107
RHO GTPase Effectors	226	28	7.465504935	0.013301663	0.027583404	1535;387;6093;5527;2017;4637;64130;23081;1063;644150;5585;64105;3895;6249;5879;354;1060;1730;5058;3619;701;11243;29984;9793;10458;71;4771;57591	http://www.ncbi.nlm.nih.gov/gene/?term= 1535+387+6093+5527+2017+4637+64130+23081+1063+644150+5585+64105+3895+6249+5879+354+1060+1730+5058+3619+701+11243+29984+9793+10458+71+4771+57591
Chromatin modifying enzymes	193	9	7.402752482	0.013776722	0.027583404	23338;23081;11240;8089;56950;54904;57325;8356;121504	http://www.ncbi.nlm.nih.gov/gene/?term= 23338+23081+11240+8089+56950+54904+57325+8356+121504
Chromatin organization	193	12	7.446109521	0.013776722	0.027583404	23338;23081;11240;10765;8089;9575;56950;54904;57325;8356;121504;9757	http://www.ncbi.nlm.nih.gov/gene/?term= 23338+23081+11240+10765+8089+9575+56950+54904+57325+8356+121504+9757
HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	97	4	7.425744299	0.013776722	0.027583404	51720;4683;8290;5883	http://www.ncbi.nlm.nih.gov/gene/?term= 51720+4683+8290+5883
Processing of DNA double-strand break ends	68	3	7.368204198	0.014251781	0.027583404	51720;4683;5883	http://www.ncbi.nlm.nih.gov/gene/?term= 51720+4683+5883
Assembly of the primary cilium	158	12	7.263889611	0.01567696	0.027583404	8655;23322;8766;4751;5311;26123;10142;64792;11336;1260;9814;26146	http://www.ncbi.nlm.nih.gov/gene/?term= 8655+23322+8766+4751+5311+26123+10142+64792+11336+1260+9814+26146
Downstream signaling events of B Cell Receptor (BCR)	156	3	7.259300266	0.01567696	0.027583404	26281;5295;50852	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5295+50852
GAB1 signalosome	99	3	7.259300266	0.01567696	0.027583404	26281;5295;50852	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5295+50852
Organelle biogenesis and maintenance	290	12	7.263889611	0.01567696	0.027583404	8655;23322;8766;4751;5311;26123;10142;64792;11336;1260;9814;26146	http://www.ncbi.nlm.nih.gov/gene/?term= 8655+23322+8766+4751+5311+26123+10142+64792+11336+1260+9814+26146
PI3K/AKT activation	97	3	7.259300266	0.01567696	0.027583404	26281;5295;50852	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5295+50852
PI3K/AKT Signaling in Cancer	80	3	7.259300266	0.01567696	0.027583404	26281;5295;50852	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5295+50852
PI-3K cascade:FGFR1	95	3	7.259300266	0.01567696	0.027583404	26281;5295;50852	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5295+50852
PI-3K cascade:FGFR2	95	3	7.259300266	0.01567696	0.027583404	26281;5295;50852	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5295+50852
PI-3K cascade:FGFR3	95	3	7.259300266	0.01567696	0.027583404	26281;5295;50852	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5295+50852
PI-3K cascade:FGFR4	95	3	7.259300266	0.01567696	0.027583404	26281;5295;50852	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5295+50852
PI3K events in ERBB2 signaling	95	3	7.259300266	0.01567696	0.027583404	26281;5295;50852	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5295+50852
PI3K events in ERBB4 signaling	95	3	7.259300266	0.01567696	0.027583404	26281;5295;50852	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5295+50852
PIP3 activates AKT signaling	95	3	7.259300266	0.01567696	0.027583404	26281;5295;50852	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5295+50852
