datab	pathwaysNames	netSize	subnetSize	subnetScore	pvalues	geneListEntrez	group	qvalues
reactome	Assembly of collagen fibrils and other multimeric structures	20	4	1.39644064775611	0.657645466847091	4017;649;7092;84171	48	0.899941657964272
reactome	Assembly Of The HIV Virion	10	4	0.953638643347884	0.954779033915725	137492;55048;7316;79720	49	0.985509655509993
reactome	Assembly of the pre-replicative complex	60	10	2.18483711197059	0.389759665621735	143471;5001;51053;5686;5690;5698;5704;7316;81620;9491	9	NA
reactome	Assembly of the primary cilium	162	64	1.85832679623887	0.557541899441341	10540;10694;10806;11116;11127;11190;117177;1260;150737;1781;22832;22919;22948;22995;23059;23265;23322;23332;261734;27241;2847;347240;378;3797;4735;50807;5108;51098;51259;51626;51668;54536;55755;55763;55764;55835;56912;57545;57576;57728;57787;585;60412;6608;6753;6991;7531;7846;79598;79659;79809;79989;80173;80184;84131;84902;8655;92482;95681;9657;9738;9742;9793;9814	50	0.868574085684954
reactome	Association of licensing factors with the pre-replicative complex	0	NA	NA	NA		NA	NA
reactome	Association of TriC/CCT with target proteins during biosynthesis	25	4	2.98304023990111	0.101358411703239	11328;22948;8237;83752	51	NA
reactome	Asymmetric localization of PCP proteins	56	16	1.81669451973693	0.594566353187043	10213;144165;1856;23513;2535;5683;5686;5688;5690;5704;57154;64750;7316;7976;8324;8325	52	NA
reactome	A tetrasaccharide linker sequence is required for GAG synthesis	23	4	4.3159416540786	0.00670391061452514	10082;2262;727936;9672	53	NA
reactome	ATF4 activates genes	0	NA	NA	NA		NA	NA
reactome	ATF6-alpha activates chaperone genes	0	NA	NA	NA		NA	NA
reactome	ATF6-alpha activates chaperones	10	4	0.518564171002082	0.948579161028417	22926;51360;7184;8720	54	0.985509655509993
reactome	Attenuation phase	0	NA	NA	NA		NA	NA
reactome	AUF1 (hnRNP D0) binds and destabilizes mRNA	48	4	2.4717423178151	0.359712230215827	3184;5690;5698;9491	9	NA
reactome	Autodegradation of Cdh1 by Cdh1:APC/C	53	4	2.57948063394571	0.304213771839671	5690;5693;5698;9491	9	NA
reactome	Autodegradation of the E3 ubiquitin ligase COP1	45	4	2.57948063394571	0.369473684210526	5690;5693;5698;9491	9	NA
reactome	Axon guidance	0	NA	NA	NA		NA	NA
reactome	Base Excision Repair	25	4	2.5126459959101	0.246603970741902	5424;57804;5981;5983	55	0.747040000672842
reactome	Basigin interactions	0	NA	NA	NA		NA	NA
reactome	BBSome-mediated cargo-targeting to cilium	23	4	2.28416181101647	0.44912641315519	27241;2847;6753;92482	56	NA
reactome	B Cell Activation	172	32	2.72310897608621	0.123139377537212	10818;192669;192670;1950;1956;2066;2246;2254;2255;2261;2263;2534;26281;27071;27327;29760;3084;3815;50852;5159;5293;5295;5728;57690;5781;6464;6850;8074;8503;8660;868;942	57	0.673583109744961
reactome	Beta-catenin independent WNT signaling	126	36	1.24367080732352	0.734776725304465	10681;1175;1211;144165;163;1856;23002;23513;2782;2786;2788;2792;4919;4920;5578;5579;5582;5683;5686;5688;5689;5690;5695;5704;5708;5713;57154;5718;5719;57216;5879;59345;64750;7311;7474;9491	58	0.90836927309315
reactome	Beta-catenin phosphorylation cascade	16	4	2.22072959762005	0.529473684210526	1452;1499;5519;5529	59	NA
reactome	Bile acid and bile salt metabolism	34	4	2.00339139331347	0.362652232746955	6256;9023;9420;9971	60	0.780356048735038
reactome	Binding and Uptake of Ligands by Scavenger Receptors	27	4	2.70666253988563	0.127198917456022	1281;1282;1284;4481	61	0.673583109744961
reactome	Biological oxidations	149	65	0.89011723129329	0.859269282814614	10327;10499;10858;10941;124;125;126;126410;127;130;1543;1545;1572;1577;1580;1581;1588;1592;1595;1800;1836;191;216;218;22977;23169;2327;2328;2678;2687;2730;2937;2939;2946;2947;2948;2949;2950;4143;4258;4259;54657;54659;55748;55902;56603;5740;5742;574537;6256;64180;6783;6820;6916;7172;7363;7364;7365;79017;8574;8648;9061;91703;9420;9971	62	0.956160082095181
reactome	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	64	5	2.8326890300728	0.105548037889039	10559;10610;338596;6489;7903	63	NA
reactome	Biotin transport and metabolism	10	4	1.2902057824005	0.71041948579161	31;3141;5095;8884	64	0.90836927309315
reactome	BMAL1:CLOCK,NPAS2 activates circadian gene expression	40	4	2.94096598551628	0.087956698240866	1387;4862;5465;6256	65	0.673583109744961
reactome	Branched-chain amino acid catabolism	15	4	1.62905673891532	0.543978349120433	11112;1629;26275;594	66	0.860104585393789
reactome	Budding and maturation of HIV virion	25	5	2.09855759084455	0.589473684210526	23327;51534;7316;79643;91782	67	NA
reactome	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	16	4	0.4221909479929	0.99486125385406	23404;5393;54464;56915	68	NA
reactome	Ca2+ pathway	52	4	3.4567236249972	0.0424581005586592	192669;23112;51701;6885	69	NA
reactome	Ca-dependent events	20	5	2.24995429600249	0.274695534506089	108;156;5137;5578;801	70	NA
reactome	Calcitonin-like ligand receptors	10	4	1.32373943699943	0.809822361546499	10203;10268;133;799	71	0.942569160755355
reactome	Calmodulin induced events	20	5	2.15621420565164	0.308525033829499	108;114;156;5578;801	70	NA
reactome	Calnexin/calreticulin cycle	10	4	1.17308144193003	NA	51009;55741;6400;9695	NA	NA
reactome	CaM pathway	20	5	2.24995429600249	0.274695534506089	108;156;5137;5578;801	70	NA
reactome	Cap-dependent Translation Initiation	94	33	0.763544083095625	0.979445015416238	1965;1967;1973;1974;23521;27335;6128;6132;6133;6134;6135;6143;6146;6154;6156;6158;6164;6169;6188;6189;6201;6205;6207;6210;6217;6227;6228;6231;8661;8664;8665;8667;8891	72	NA
reactome	Carbohydrate metabolism	231	66	1.01527142528053	0.818673883626522	10402;10762;11081;2023;229;22934;231;23165;23279;23563;2597;26291;2646;2683;278;2821;2992;2997;3101;3795;3938;4060;4190;4927;5105;51084;5207;5209;5210;5211;5213;5255;5256;5257;53371;5515;5518;5519;55276;5549;5567;5568;5631;5834;5836;6476;6484;6487;6513;6523;6527;6652;6888;7311;7314;7360;79902;801;8021;8704;8789;92579;93010;9331;9688;9818	73	0.944727430194948
reactome	Cargo concentration in the ER	31	4	3.09837384122296	0.0949720670391061	10427;2153;2890;9632	37	0.673583109744961
reactome	Cargo trafficking to the periciliary membrane	42	4	2.92949226816598	0.131843575418994	10640;117177;27241;2847	56	0.673583109744961
reactome	CASP8 activity is inhibited	11	4	1.66984809582503	0.725590955806783	355;8737;8772;8797	74	NA
reactome	Caspase activation via extrinsic apoptotic signalig pathway	28	4	2.62020992085239	0.210055865921788	1630;219699;836;90249	75	NA
reactome	Caspase-mediated cleavage of cytoskeletal proteins	12	4	3.08640882572329	0.0703653585926928	2620;7431;836;839	43	NA
reactome	CD209 (DC-SIGN) signaling	11	4	1.80267679953115	0.464140730717185	30835;3384;3845;5063	76	0.828183416488589
reactome	CD28 co-stimulation	31	6	1.73458524010591	0.61340782122905	2885;5063;5295;5879;7409;942	77	NA
reactome	CD28 dependent PI3K/Akt signaling	11	4	1.24009159951578	0.830167597765363	10000;2475;5170;79109	78	0.947196600934937
reactome	CD28 dependent Vav1 pathway	12	4	2.21918134109423	0.379310344827586	2885;5063;5879;942	77	NA
reactome	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	61	17	1.48574454549361	0.802672147995889	10197;10393;143471;23198;51433;5686;5688;5690;5691;5698;5705;5709;701;7316;7324;9491;996	40	NA
reactome	CDC6 association with the ORC:origin complex	10	4	1.59985339828966	0.709508881922675	23595;4998;4999;5001	10	NA
reactome	CDK-mediated phosphorylation and removal of Cdc6	44	4	2.61223494459313	0.34	5690;5693;5698;7316	9	NA
reactome	CDO in myogenesis	29	4	3.34730480210017	0.0547486033519553	1000;1432;4208;6925	79	0.673583109744961
reactome	CDT1 association with the CDC6:ORC:origin complex	51	10	2.04763742014623	0.548818088386434	5001;51053;5690;5693;5698;5704;7314;7316;81620;9491	9	NA
reactome	Cell-Cell communication	74	4	3.58561774858567	0.020297699594046	1000;1002;1007;1499	27	0.665547647694599
reactome	Cell-cell junction organization	21	6	3.64918836760807	0.020297699594046	1000;1002;1005;1007;1016;1499	27	0.665547647694599
reactome	Cell Cycle	0	NA	NA	NA		NA	NA
reactome	Cell Cycle Checkpoints	163	53	1.07632097028562	0.79702300405954	10111;10197;1026;1027;10524;10971;1111;128312;3017;4193;472;4998;5000;51588;545;55388;5686;5690;5691;5695;5698;5709;5711;5719;580;5983;5984;5985;6117;64326;672;7157;7158;7316;7334;7336;7341;7532;7533;7534;8317;8341;8345;8359;8361;8363;8364;8365;8924;8970;9134;9861;995	80	0.933033985530374
reactome	Cell Cycle, Mitotic	0	NA	NA	NA		NA	NA
reactome	Cell death signalling via NRAGE, NRIF and NADE	58	16	3.47396113946283	0.027063599458728	23365;26230;26574;27237;4168;4803;50649;50650;5599;572;5879;7074;7204;7531;8874;9828	81	0.673583109744961
reactome	cell division	10	4	1.67748347531078	0.664576802507837	10274;23047;8243;9126	82	NA
reactome	Cell-extracellular matrix interactions	11	4	1.81625902041074	0.457374830852503	3987;55742;5829;6251	83	0.823025048293882
reactome	Cell junction organization	32	4	3.58561774858567	0.020297699594046	1000;1002;1007;1499	27	0.665547647694599
reactome	Cell surface interactions at the vascular wall	74	4	2.88823430615314	0.0987821380243572	284;2885;5291;6464	36	NA
reactome	Cellular responses to stress	324	7	3.24049055058339	0.047361299052774	11345;30849;5289;53632;55626;9474;9821	84	0.673583109744961
reactome	Cellular response to heat stress	0	NA	NA	NA		NA	NA
reactome	Cellular response to hypoxia	24	4	2.12859073316344	0.417877094972067	1387;3091;7316;9978	85	0.806464137911474
reactome	Cellular Senescence	163	65	1.81471499034577	0.574301675977654	10111;1021;1029;1032;1051;10919;121504;128312;1870;1871;192669;192670;2113;2114;2146;23043;23112;23466;23523;2353;255626;26523;29855;3007;3008;3012;3015;3397;3456;3490;3552;3569;3725;4001;4343;472;51433;5594;5598;5600;5602;5606;57690;5925;6015;6195;6197;6416;65057;6667;7157;7290;7295;7314;7316;7321;7867;79813;8334;8346;8357;8550;8900;9261;9448	86	0.874206587631742
reactome	Centrosome maturation	65	11	2.6893967328735	0.307368421052632	11116;1453;4751;5108;55142;55722;7531;7840;80184;80254;9793	87	NA
reactome	Chaperonin-mediated protein folding	42	4	3.94769678599745	0.0100558659217877	347733;6950;7278;83752	88	NA
reactome	Chemokine receptors bind chemokines	21	4	1.61127385327241	0.553450608930988	1238;6347;6356;6361	89	0.865529373313485
reactome	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	0	NA	NA	NA		NA	NA
reactome	Cholesterol biosynthesis	21	4	1.24435556338472	0.733423545331529	10654;2222;4597;9453	90	0.90836927309315
reactome	Chondroitin sulfate biosynthesis	19	4	1.19752012556398	0.842458100558659	1462;22856;50515;55790	91	0.947869426395449
reactome	Chondroitin sulfate/dermatan sulfate metabolism	39	4	4.3159416540786	0.0054127198917456	10082;2262;727936;9672	53	NA
reactome	Chromatin modifying enzymes	227	96	1.27565881767721	0.721244925575101	1019;10284;10362;10498;10629;10902;10933;1107;11143;121504;121536;128312;1387;2033;2122;2146;221656;22992;23028;23081;23135;23186;23210;23338;23774;255626;26009;26610;27154;29072;29943;3012;3017;3018;3066;4297;51230;51742;54496;54815;54859;54934;55140;55167;55578;55683;55689;55693;55729;55869;55904;55929;56979;57634;5927;595;60;64324;64754;6597;6598;6604;6605;6839;6880;6907;7468;79718;7994;80314;80853;8242;8334;8339;8347;8353;8357;8361;8365;83852;84159;8464;84678;8473;8520;8726;8850;8970;9112;93624;9575;9643;9757;9767;9869;9913	92	NA
reactome	Chromatin organization	227	103	1.42551341917716	0.649526387009472	10362;10498;10629;10765;10943;1108;11143;11240;112869;117143;121504;121536;1386;196528;2122;2146;221656;22992;23028;23030;23067;23133;23186;23326;23338;23522;23569;23774;255626;26610;29943;3054;339287;51230;51317;51412;51562;51702;51742;54496;54556;55140;55167;55257;55352;55689;55693;55729;55929;56943;57459;57492;5927;5929;595;6314;63976;64324;64426;6595;6598;6601;6604;6605;6880;6883;6907;7862;79685;79723;79813;7994;79960;80314;8242;8295;8334;8335;8336;8340;8344;8357;8359;8363;8365;84148;84193;84444;84678;8473;8518;85235;85236;8850;8970;92815;9575;9611;9612;9643;9739;9869;9913	92	0.899941657964272
reactome	Chromosome Maintenance	85	4	2.5465993698278	0.234064785788924	128312;54386;79682;8365	5	NA
reactome	Chylomicron-mediated lipid transport	13	4	1.70311727130729	0.627932960893855	3339;338;3990;4023	93	0.892423762614953
reactome	Circadian Clock	59	18	2.89238877406336	0.0987821380243572	10891;1387;1453;1454;2033;406;4208;4862;5054;5187;5465;6095;6256;6604;6720;79718;8204;8454	94	0.673583109744961
reactome	Citric acid cycle (TCA cycle)	19	5	2.12811003231554	0.417877094972067	1431;4967;50;6392;8801	95	0.806464137911474
reactome	Class A/1 (Rhodopsin-like receptors)	33	6	1.65721443311003	0.530446549391069	2532;2920;3576;3579;5473;6374	96	0.853958374560489
reactome	Class B/2 (Secretin family receptors)	53	4	2.80908972822653	0.113667117726658	2641;2782;2788;9340	14	NA
reactome	Class I MHC mediated antigen processing & presentation	229	4	1.56396278236218	0.693854748603352	10427;10484;3135;9632	37	NA
reactome	Clathrin derived vesicle budding	59	4	2.43915709831239	0.271508379888268	1213;157807;51429;54885	97	0.747040000672842
reactome	Cleavage of Growing Transcript in the Termination Region	37	4	2.26767951189425	0.457348406988695	22916;51585;6637;79869	98	NA
reactome	CLEC7A (Dectin-1) induces NFAT activation	0	NA	NA	NA		NA	NA
reactome	CLEC7A (Dectin-1) signaling	74	13	3.11348268613967	0.0927374301675978	10454;10892;23291;3551;4790;5170;5690;5698;5715;6885;7316;84433;9491	99	0.673583109744961
reactome	Cobalamin (Cbl, vitamin B12) transport and metabolism	0	NA	NA	NA		NA	NA
reactome	Cohesin Loading onto Chromatin	10	4	1.67748347531078	0.782105263157895	10274;23047;8243;9126	82	NA
reactome	Collagen biosynthesis and modifying enzymes	63	26	3.10347943313391	0.093854748603352	10536;1281;1282;1284;1289;1296;1297;1298;1301;1306;1310;131873;136227;140766;169044;255631;340267;5479;55214;649;7373;81578;84570;85301;91522;9509	100	NA
reactome	Collagen degradation	16	4	1.20760238187492	0.749661705006766	1307;1514;4318;80781	101	0.90836927309315
reactome	Collagen formation	77	27	3.01894167093363	0.0771312584573748	1278;1281;1284;1289;1296;1300;1301;1305;1306;1308;1310;136227;255631;256076;26577;340267;4015;4318;4322;55214;57642;7092;81578;84570;91522;9508;9509	100	0.673583109744961
reactome	Common Pathway of Fibrin Clot Formation	22	4	2.46381229650422	0.265921787709497	2153;2162;2266;5270	102	NA
reactome	Complement cascade	32	4	3.23449959315021	0.070391061452514	1378;3075;3426;722	103	0.673583109744961
reactome	Condensation of Prometaphase Chromosomes	10	5	0.249165185207257	0.995820271682341	10051;1457;64151;891;9133	104	0.985509655509993
reactome	Condensation of Prophase Chromosomes	51	5	2.61406713491815	0.292908530318602	10051;23133;5925;79648;8365	105	0.759859036849343
reactome	Constitutive Signaling by Aberrant PI3K in Cancer	58	10	3.20668978575862	0.0500676589986468	10718;1950;2065;2066;2249;2255;2263;3667;3815;5290	106	0.673583109744961
reactome	Constitutive Signaling by AKT1 E17K in Cancer	21	7	2.31593113537525	0.250338294993234	1026;1027;207;2308;3164;5170;7249	107	0.747040000672842
reactome	Constitutive Signaling by EGFRvIII	13	4	2.9768989482834	0.102403343782654	1950;1956;2885;6464	36	NA
